participant_id,label,representation,repeat,outer_fold,interviewer_logit,label_only_prediction,prediction_scope,class_mean_training_n,class_mean_training_scope,class_mean_excludes_recipient,outer_train_overall_mean_null_prediction
374,0,bge,1,4,0.19552772581342337,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
375,0,bge,1,2,-0.6616915509058465,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
376,1,bge,1,2,-0.0052602348748973515,0.19965799923430375,outer_test,34,outer_training_only,True,-0.20144512223487462
377,1,bge,1,4,0.2911844518088964,0.06645844289844506,outer_test,35,outer_training_only,True,-0.14337277088926217
379,0,bge,1,2,-0.8775629583460895,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
380,1,bge,1,3,-0.3918637061174022,0.1439032518687135,outer_test,35,outer_training_only,True,-0.0736243900216562
381,1,bge,1,2,-0.17583909827283217,0.19965799923430375,outer_test,34,outer_training_only,True,-0.20144512223487462
382,0,bge,1,2,-0.9061483681356094,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
383,0,bge,1,3,0.13041377208641713,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
385,0,bge,1,5,-0.8977362574050025,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
386,1,bge,1,2,-0.9077401750391879,0.19965799923430375,outer_test,34,outer_training_only,True,-0.20144512223487462
388,1,bge,1,5,-0.014840936356212087,0.008455607958935551,outer_test,34,outer_training_only,True,-0.07835242643198599
389,1,bge,1,4,-0.12224527069982138,0.06645844289844506,outer_test,35,outer_training_only,True,-0.14337277088926217
390,0,bge,1,2,0.1020518022112713,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
391,0,bge,1,1,-0.7089320839829633,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
392,0,bge,1,2,-0.8708047248432209,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
393,0,bge,1,3,-0.23411856971254297,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
395,0,bge,1,3,-0.155471398718793,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
397,0,bge,1,3,-0.4611537871839899,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
400,0,bge,1,1,-0.5954219519858115,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
401,0,bge,1,2,-0.7521298402468661,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
402,1,bge,1,1,-0.1168617411092987,0.08721248007211738,outer_test,34,outer_training_only,True,-0.12634962280713186
403,0,bge,1,1,-1.0196585089102672,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
404,0,bge,1,1,0.07054654221652812,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
406,0,bge,1,5,-0.38477813272238204,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
409,1,bge,1,5,-0.11231231393871566,0.008455607958935551,outer_test,34,outer_training_only,True,-0.07835242643198599
412,1,bge,1,2,-0.9401597581235358,0.19965799923430375,outer_test,34,outer_training_only,True,-0.20144512223487462
413,1,bge,1,1,-0.3075295925577278,0.08721248007211738,outer_test,34,outer_training_only,True,-0.12634962280713186
414,1,bge,1,4,0.7769029713535118,0.06645844289844506,outer_test,35,outer_training_only,True,-0.14337277088926217
415,0,bge,1,4,-0.834670805824036,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
416,0,bge,1,1,-1.032386733577643,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
417,0,bge,1,5,-0.1796143293327681,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
418,1,bge,1,5,-0.039226537303956865,0.008455607958935551,outer_test,34,outer_training_only,True,-0.07835242643198599
419,0,bge,1,4,-0.6770573386962496,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
420,0,bge,1,1,-0.7299690908194426,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
422,1,bge,1,2,-1.1389957597679394,0.19965799923430375,outer_test,34,outer_training_only,True,-0.20144512223487462
423,0,bge,1,1,0.28454269645492425,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
425,0,bge,1,3,-0.11480769591168549,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
426,1,bge,1,1,-0.2377243372025697,0.08721248007211738,outer_test,34,outer_training_only,True,-0.12634962280713186
427,0,bge,1,2,-0.8696267674847681,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
428,0,bge,1,5,-0.3561608024933536,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
429,0,bge,1,5,-0.7123362548416252,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
430,0,bge,1,3,-0.05101375227819638,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
433,1,bge,1,1,-0.791706660138684,0.08721248007211738,outer_test,34,outer_training_only,True,-0.12634962280713186
434,0,bge,1,5,-0.8280831221743661,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
436,0,bge,1,3,-0.8075686063050191,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
437,0,bge,1,5,-0.487303738544022,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
439,0,bge,1,3,-0.18559198874910177,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
440,1,bge,1,2,0.49412377930521556,0.19965799923430375,outer_test,34,outer_training_only,True,-0.20144512223487462
441,1,bge,1,5,-0.04967574515740747,0.008455607958935551,outer_test,34,outer_training_only,True,-0.07835242643198599
443,0,bge,1,2,-0.34621405626404567,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
444,0,bge,1,5,-0.2553365944368755,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
445,0,bge,1,4,0.04460766792062132,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
446,0,bge,1,3,0.20835791416309113,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
447,0,bge,1,3,-0.6033603611987307,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
448,1,bge,1,4,0.6583080454632373,0.06645844289844506,outer_test,35,outer_training_only,True,-0.14337277088926217
449,0,bge,1,4,-0.7011943620577502,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
451,0,bge,1,1,-0.9541562355295141,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
454,0,bge,1,1,-0.6159449193703961,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
455,0,bge,1,4,-1.0555300461055777,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
456,0,bge,1,5,-0.89643377166055,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
457,0,bge,1,2,-0.7959568046033221,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
458,0,bge,1,4,-1.1133040293382552,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
459,1,bge,1,3,0.18592322030489639,0.1439032518687135,outer_test,35,outer_training_only,True,-0.0736243900216562
463,0,bge,1,4,-0.3223997564982588,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
464,0,bge,1,4,-0.9201439831692809,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
468,0,bge,1,5,-0.8395761522001928,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
471,0,bge,1,4,-0.14293841662796325,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
472,0,bge,1,4,-0.11868532424597555,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
473,0,bge,1,1,-0.599104536674773,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
474,0,bge,1,3,-1.0233200961320326,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
475,0,bge,1,3,-0.8077439493468559,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
476,0,bge,1,1,-1.1580468338790058,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
477,0,bge,1,4,-0.11179335204766083,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
478,0,bge,1,4,0.07539750510282683,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
479,0,bge,1,2,-0.9161136520667403,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
482,0,bge,1,2,-1.221181224653716,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
483,1,bge,1,4,-0.5384864827002066,0.06645844289844506,outer_test,35,outer_training_only,True,-0.14337277088926217
484,0,bge,1,1,-0.49808756846876595,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
485,0,bge,1,5,-0.5214099795635798,-0.11524584104812766,outer_test,80,outer_training_only,True,-0.07835242643198599
486,0,bge,1,2,-0.9981545052886325,-0.37407178210768555,outer_test,79,outer_training_only,True,-0.20144512223487462
487,0,bge,1,1,-0.6148782631654715,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
488,0,bge,1,4,-0.23208378334740587,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
489,0,bge,1,3,-0.9085996591698366,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
490,0,bge,1,1,-0.24618765900147588,-0.218262426577948,outer_test,79,outer_training_only,True,-0.12634962280713186
491,0,bge,1,3,-0.503687786117574,-0.16999739592245292,outer_test,79,outer_training_only,True,-0.0736243900216562
492,0,bge,1,4,-0.32445286482022795,-0.2363359668711577,outer_test,79,outer_training_only,True,-0.14337277088926217
302,0,bge,1,1,-0.11609095273743264,-0.21059356507537114,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
302,0,bge,1,2,-0.42242754722728526,-0.3721322026818549,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
302,0,bge,1,3,-0.0871151855993405,-0.15240634046165555,outer_train_inner_validation,53,inner_training_only,True,-0.0736243900216562
302,0,bge,1,4,-0.08380176852758274,-0.25485835507003307,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
303,0,bge,1,1,0.3810687849659552,-0.23645645567174867,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
303,0,bge,1,3,0.8301262297859369,-0.1987019479250294,outer_train_inner_validation,53,inner_training_only,True,-0.0736243900216562
303,0,bge,1,4,0.44158618905668995,-0.21330793058680989,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
303,0,bge,1,5,0.17801345340818875,-0.1181467849785162,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
304,0,bge,1,1,-0.5835129885641113,-0.23645645567174867,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
304,0,bge,1,3,-0.3312860980272534,-0.15867017829333196,outer_train_inner_validation,52,inner_training_only,True,-0.0736243900216562
304,0,bge,1,4,-0.5698426898668644,-0.25485835507003307,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
304,0,bge,1,5,-0.32791611868211756,-0.1181467849785162,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
305,0,bge,1,1,0.20219492788528226,-0.21059356507537114,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
305,0,bge,1,2,0.611623317413529,-0.3721322026818549,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
305,0,bge,1,4,0.3880028986409976,-0.25485835507003307,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
305,0,bge,1,5,0.005839135786935163,-0.12078904687396883,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
307,0,bge,1,1,-0.7408834743293818,-0.20753485191766205,outer_train_inner_validation,52,inner_training_only,True,-0.12634962280713186
307,0,bge,1,2,-0.6445158073208126,-0.3994321568441356,outer_train_inner_validation,52,inner_training_only,True,-0.20144512223487462
307,0,bge,1,4,-0.05944182461045383,-0.21330793058680989,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
307,0,bge,1,5,0.004174762083956387,-0.10695806443553177,outer_train_inner_validation,54,inner_training_only,True,-0.07835242643198599
310,0,bge,1,1,0.050527061545806995,-0.23645645567174867,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
310,0,bge,1,3,0.2950083166586255,-0.1987019479250294,outer_train_inner_validation,53,inner_training_only,True,-0.0736243900216562
310,0,bge,1,4,0.02031577744792684,-0.21330793058680989,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
310,0,bge,1,5,0.002861680308928281,-0.10695806443553177,outer_train_inner_validation,54,inner_training_only,True,-0.07835242643198599
312,0,bge,1,1,0.25582808818983727,-0.20753485191766205,outer_train_inner_validation,52,inner_training_only,True,-0.12634962280713186
312,0,bge,1,3,-0.2647636203756851,-0.15240634046165555,outer_train_inner_validation,53,inner_training_only,True,-0.0736243900216562
312,0,bge,1,4,0.11526698359830267,-0.21330793058680989,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
312,0,bge,1,5,0.002770483674962141,-0.12078904687396883,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
313,0,bge,1,1,1.0275358604788343,-0.20753485191766205,outer_train_inner_validation,52,inner_training_only,True,-0.12634962280713186
313,0,bge,1,2,0.7701560023485026,-0.3511294844336031,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
313,0,bge,1,4,0.13470445850085705,-0.2409282620351971,outer_train_inner_validation,52,inner_training_only,True,-0.14337277088926217
313,0,bge,1,5,0.006343948561636253,-0.1181467849785162,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
315,0,bge,1,1,0.0003662691208331729,-0.23645645567174867,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
315,0,bge,1,2,0.13733211281517432,-0.3994321568441356,outer_train_inner_validation,52,inner_training_only,True,-0.20144512223487462
315,0,bge,1,4,0.11355770527969072,-0.2409282620351971,outer_train_inner_validation,52,inner_training_only,True,-0.14337277088926217
315,0,bge,1,5,0.005536662806027378,-0.10695806443553177,outer_train_inner_validation,54,inner_training_only,True,-0.07835242643198599
316,0,bge,1,1,0.16751082364594805,-0.21059356507537114,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
316,0,bge,1,3,0.046363051687953294,-0.1987019479250294,outer_train_inner_validation,53,inner_training_only,True,-0.0736243900216562
316,0,bge,1,4,-0.017756660586897566,-0.25485835507003307,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
316,0,bge,1,5,0.00515343868233575,-0.10695806443553177,outer_train_inner_validation,54,inner_training_only,True,-0.07835242643198599
317,0,bge,1,1,0.0003493587802674469,-0.23645645567174867,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
317,0,bge,1,2,0.08218433790289725,-0.3721322026818549,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
317,0,bge,1,4,-0.4921643714002364,-0.21330793058680989,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
317,0,bge,1,5,0.0051100095965561036,-0.12078904687396883,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
318,0,bge,1,1,-0.5636475630679532,-0.20753485191766205,outer_train_inner_validation,52,inner_training_only,True,-0.12634962280713186
318,0,bge,1,2,-0.5210956334905268,-0.3721322026818549,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
318,0,bge,1,3,-0.5140953144706362,-0.15240634046165555,outer_train_inner_validation,53,inner_training_only,True,-0.0736243900216562
318,0,bge,1,5,0.004547906397370613,-0.1181467849785162,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
319,1,bge,1,2,1.206820012044968,0.11749691200071988,outer_train_inner_validation,22,inner_training_only,True,-0.20144512223487462
319,1,bge,1,3,0.9549196323907283,0.17261632024915483,outer_train_inner_validation,23,inner_training_only,True,-0.0736243900216562
319,1,bge,1,4,1.12544896552201,0.1292634316954415,outer_train_inner_validation,23,inner_training_only,True,-0.14337277088926217
319,1,bge,1,5,0.007027099723851972,0.015971989140152406,outer_train_inner_validation,23,inner_training_only,True,-0.07835242643198599
320,1,bge,1,1,0.8406159038212041,0.08799207748455525,outer_train_inner_validation,23,inner_training_only,True,-0.12634962280713186
320,1,bge,1,2,0.7998913974111612,0.11749691200071988,outer_train_inner_validation,22,inner_training_only,True,-0.20144512223487462
320,1,bge,1,4,0.17040478736447534,0.07810861038060776,outer_train_inner_validation,23,inner_training_only,True,-0.14337277088926217
320,1,bge,1,5,0.006792073666921799,-0.03227576012728865,outer_train_inner_validation,22,inner_training_only,True,-0.07835242643198599
321,1,bge,1,1,0.0006638422467744896,0.11376002927287726,outer_train_inner_validation,22,inner_training_only,True,-0.12634962280713186
321,1,bge,1,2,0.3998788188137754,0.11749691200071988,outer_train_inner_validation,22,inner_training_only,True,-0.20144512223487462
321,1,bge,1,3,0.2705509451414011,0.13890238315522857,outer_train_inner_validation,23,inner_training_only,True,-0.0736243900216562
321,1,bge,1,4,0.15018536369993218,0.07810861038060776,outer_train_inner_validation,23,inner_training_only,True,-0.14337277088926217
322,0,bge,1,1,-0.09458548619376017,-0.20753485191766205,outer_train_inner_validation,52,inner_training_only,True,-0.12634962280713186
322,0,bge,1,2,-0.34290375443426346,-0.3721322026818549,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
322,0,bge,1,3,-0.17500939977861726,-0.15867017829333196,outer_train_inner_validation,52,inner_training_only,True,-0.0736243900216562
322,0,bge,1,5,-0.21573395634754,-0.12078904687396883,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
324,0,bge,1,1,0.000851289920010269,-0.23645645567174867,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
324,0,bge,1,3,0.5869428434885298,-0.15867017829333196,outer_train_inner_validation,52,inner_training_only,True,-0.0736243900216562
324,0,bge,1,4,0.0701545060354809,-0.2409282620351971,outer_train_inner_validation,52,inner_training_only,True,-0.14337277088926217
324,0,bge,1,5,0.5354169933455575,-0.1181467849785162,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
325,1,bge,1,1,-0.1356250425879587,0.11376002927287726,outer_train_inner_validation,22,inner_training_only,True,-0.12634962280713186
325,1,bge,1,2,0.13541718772849265,0.11749691200071988,outer_train_inner_validation,22,inner_training_only,True,-0.20144512223487462
325,1,bge,1,3,-0.3255347233667341,0.13890238315522857,outer_train_inner_validation,23,inner_training_only,True,-0.0736243900216562
325,1,bge,1,4,0.027371292068403774,-0.004894415202415792,outer_train_inner_validation,24,inner_training_only,True,-0.14337277088926217
326,0,bge,1,1,7.332960221565685e-05,-0.21059356507537114,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
326,0,bge,1,2,-0.08072094427943632,-0.3511294844336031,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
326,0,bge,1,3,-0.06994772665642768,-0.15240634046165555,outer_train_inner_validation,53,inner_training_only,True,-0.0736243900216562
326,0,bge,1,5,0.00228789137681566,-0.1181467849785162,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
327,0,bge,1,1,0.37561662464665135,-0.23645645567174867,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
327,0,bge,1,2,0.21556240372541668,-0.3994321568441356,outer_train_inner_validation,52,inner_training_only,True,-0.20144512223487462
327,0,bge,1,3,0.2432030051761799,-0.15867017829333196,outer_train_inner_validation,52,inner_training_only,True,-0.0736243900216562
327,0,bge,1,5,0.0030165063787299423,-0.10695806443553177,outer_train_inner_validation,54,inner_training_only,True,-0.07835242643198599
328,0,bge,1,1,-0.6161460906929166,-0.23645645567174867,outer_train_inner_validation,53,inner_training_only,True,-0.12634962280713186
328,0,bge,1,3,0.2457993595330339,-0.15867017829333196,outer_train_inner_validation,52,inner_training_only,True,-0.0736243900216562
328,0,bge,1,4,0.046126260551342946,-0.25485835507003307,outer_train_inner_validation,53,inner_training_only,True,-0.14337277088926217
328,0,bge,1,5,0.00489069067023585,-0.1181467849785162,outer_train_inner_validation,53,inner_training_only,True,-0.07835242643198599
330,1,bge,1,1,0.5977158198409217,0.06103957472851796,outer_train_inner_validation,23,inner_training_only,True,-0.12634962280713186
330,1,bge,1,2,0.6555810651367435,0.11749691200071988,outer_train_inner_validation,22,inner_training_only,True,-0.20144512223487462
330,1,bge,1,3,0.33576646188914683,0.13890238315522857,outer_train_inner_validation,23,inner_training_only,True,-0.0736243900216562
330,1,bge,1,4,0.5659960491971978,0.07810861038060776,outer_train_inner_validation,23,inner_training_only,True,-0.14337277088926217
331,0,bge,1,2,0.36625917612986325,-0.3511294844336031,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
331,0,bge,1,3,0.2765298339002673,-0.1987019479250294,outer_train_inner_validation,53,inner_training_only,True,-0.0736243900216562
331,0,bge,1,4,0.15725993669665805,-0.2409282620351971,outer_train_inner_validation,52,inner_training_only,True,-0.14337277088926217
331,0,bge,1,5,0.005897259106999314,-0.10695806443553177,outer_train_inner_validation,54,inner_training_only,True,-0.07835242643198599
333,0,bge,1,1,-0.2789122009283226,-0.20753485191766205,outer_train_inner_validation,52,inner_training_only,True,-0.12634962280713186
333,0,bge,1,2,-0.07495356990222724,-0.3511294844336031,outer_train_inner_validation,53,inner_training_only,True,-0.20144512223487462
