representation,repeat,outer_fold,draw,partition,recipient_index,donor_index,recipient_id,donor_id,self_match
tfidf,1,2,1,train,46,119,363,463,False
tfidf,1,2,1,train,47,18,364,326,False
tfidf,1,2,1,train,49,37,367,351,False
tfidf,1,2,1,train,50,104,368,441,False
tfidf,1,2,1,train,51,11,369,318,False
tfidf,1,2,1,train,52,53,370,371,False
tfidf,1,2,1,train,53,132,371,483,False
tfidf,1,2,1,train,54,44,372,360,False
tfidf,1,2,1,train,55,79,374,406,False
tfidf,1,2,1,train,58,83,377,414,False
tfidf,1,2,1,train,60,111,380,449,False
tfidf,1,2,1,train,63,45,383,362,False
tfidf,1,2,1,train,64,49,385,367,False
tfidf,1,2,1,train,66,24,388,335,False
tfidf,1,2,1,train,67,140,389,491,False
tfidf,1,2,1,train,69,118,391,459,False
tfidf,1,2,1,train,71,73,393,397,False
tfidf,1,2,1,train,72,78,395,404,False
tfidf,1,2,1,train,73,141,397,492,False
tfidf,1,2,1,train,74,19,400,327,False
tfidf,1,2,1,train,76,22,402,331,False
tfidf,1,2,1,train,77,139,403,490,False
tfidf,1,2,1,train,78,92,404,425,False
tfidf,1,2,1,train,79,35,406,348,False
tfidf,1,2,1,train,80,97,409,430,False
tfidf,1,2,1,train,82,43,413,358,False
tfidf,1,2,1,train,83,60,414,380,False
tfidf,1,2,1,train,84,114,415,455,False
tfidf,1,2,1,train,85,12,416,319,False
tfidf,1,2,1,train,86,125,417,474,False
tfidf,1,2,1,train,87,10,418,317,False
tfidf,1,2,1,train,88,58,419,377,False
tfidf,1,2,1,train,89,25,420,336,False
tfidf,1,2,1,train,91,38,423,352,False
tfidf,1,2,1,train,92,74,425,400,False
tfidf,1,2,1,train,93,7,426,313,False
tfidf,1,2,1,train,95,85,428,416,False
tfidf,1,2,1,train,96,29,429,341,False
tfidf,1,2,1,train,97,113,430,454,False
tfidf,1,2,1,train,98,0,433,302,False
tfidf,1,2,1,train,99,121,434,468,False
tfidf,1,2,1,train,100,63,436,383,False
tfidf,1,2,1,train,101,117,437,458,False
tfidf,1,2,1,train,102,138,439,489,False
tfidf,1,2,1,train,104,136,441,487,False
tfidf,1,2,1,train,106,4,444,307,False
tfidf,1,2,1,train,107,102,445,439,False
tfidf,1,2,1,train,108,129,446,478,False
tfidf,1,2,1,train,109,124,447,473,False
tfidf,1,2,1,train,110,55,448,374,False
tfidf,1,2,1,train,111,127,449,476,False
tfidf,1,2,1,train,112,77,451,403,False
tfidf,1,2,1,train,113,50,454,368,False
tfidf,1,2,1,train,114,32,455,345,False
tfidf,1,2,1,train,115,41,456,356,False
tfidf,1,2,1,train,117,126,458,475,False
tfidf,1,2,1,train,118,128,459,477,False
tfidf,1,2,1,train,119,95,463,428,False
tfidf,1,2,1,train,120,3,464,305,False
tfidf,1,2,1,train,121,72,468,395,False
tfidf,1,2,1,train,122,112,471,451,False
tfidf,1,2,1,train,123,76,472,402,False
tfidf,1,2,1,train,124,100,473,436,False
tfidf,1,2,1,train,125,87,474,418,False
tfidf,1,2,1,train,126,34,475,347,False
tfidf,1,2,1,train,127,66,476,388,False
tfidf,1,2,1,train,128,98,477,433,False
tfidf,1,2,1,train,129,123,478,472,False
tfidf,1,2,1,train,132,54,483,372,False
tfidf,1,2,1,train,133,122,484,471,False
tfidf,1,2,1,train,134,13,485,320,False
tfidf,1,2,1,train,136,137,487,488,False
tfidf,1,2,1,train,137,110,488,448,False
tfidf,1,2,1,train,138,21,489,330,False
tfidf,1,2,1,train,139,82,490,413,False
tfidf,1,2,1,train,140,93,491,426,False
tfidf,1,2,1,train,141,51,492,369,False
tfidf,1,3,1,test,3,38,305,352,False
tfidf,1,3,1,test,4,31,307,344,False
tfidf,1,3,1,test,7,126,313,475,False
tfidf,1,3,1,test,8,140,315,491,False
tfidf,1,3,1,test,10,138,317,489,False
tfidf,1,3,1,test,13,41,320,356,False
tfidf,1,3,1,test,26,3,338,305,False
tfidf,1,3,1,test,31,92,344,425,False
tfidf,1,3,1,test,38,4,352,307,False
tfidf,1,3,1,test,41,49,356,367,False
tfidf,1,3,1,test,49,8,367,315,False
tfidf,1,3,1,test,53,125,371,474,False
tfidf,1,3,1,test,60,97,380,430,False
tfidf,1,3,1,test,63,108,383,446,False
tfidf,1,3,1,test,71,63,393,383,False
tfidf,1,3,1,test,72,10,395,317,False
tfidf,1,3,1,test,73,53,397,371,False
tfidf,1,3,1,test,92,7,425,313,False
tfidf,1,3,1,test,97,102,430,439,False
tfidf,1,3,1,test,100,26,436,338,False
tfidf,1,3,1,test,102,60,439,380,False
tfidf,1,3,1,test,108,109,446,447,False
tfidf,1,3,1,test,109,118,447,459,False
tfidf,1,3,1,test,118,73,459,397,False
tfidf,1,3,1,test,125,71,474,393,False
tfidf,1,3,1,test,126,13,475,320,False
tfidf,1,3,1,test,138,72,489,395,False
tfidf,1,3,1,test,140,100,491,436,False
tfidf,1,3,1,train,0,20,302,328,False
tfidf,1,3,1,train,1,78,303,404,False
tfidf,1,3,1,train,2,88,304,419,False
tfidf,1,3,1,train,5,51,310,369,False
tfidf,1,3,1,train,6,85,312,416,False
tfidf,1,3,1,train,9,134,316,485,False
tfidf,1,3,1,train,11,87,318,418,False
tfidf,1,3,1,train,12,46,319,363,False
tfidf,1,3,1,train,14,29,321,341,False
tfidf,1,3,1,train,15,96,322,429,False
tfidf,1,3,1,train,16,42,324,357,False
tfidf,1,3,1,train,17,16,325,324,False
tfidf,1,3,1,train,18,30,326,343,False
tfidf,1,3,1,train,19,103,327,440,False
tfidf,1,3,1,train,20,111,328,449,False
tfidf,1,3,1,train,21,25,330,336,False
tfidf,1,3,1,train,22,80,331,409,False
tfidf,1,3,1,train,23,84,333,415,False
tfidf,1,3,1,train,24,65,335,386,False
tfidf,1,3,1,train,25,22,336,331,False
tfidf,1,3,1,train,27,17,339,325,False
tfidf,1,3,1,train,28,91,340,423,False
tfidf,1,3,1,train,29,105,341,443,False
tfidf,1,3,1,train,30,114,343,455,False
tfidf,1,3,1,train,32,61,345,381,False
tfidf,1,3,1,train,33,133,346,484,False
tfidf,1,3,1,train,34,119,347,463,False
tfidf,1,3,1,train,35,6,348,312,False
tfidf,1,3,1,train,36,52,350,370,False
tfidf,1,3,1,train,37,77,351,403,False
tfidf,1,3,1,train,39,47,353,364,False
tfidf,1,3,1,train,40,64,355,385,False
tfidf,1,3,1,train,42,27,357,339,False
tfidf,1,3,1,train,43,99,358,434,False
tfidf,1,3,1,train,44,82,360,413,False
tfidf,1,3,1,train,45,33,362,346,False
tfidf,1,3,1,train,46,66,363,388,False
tfidf,1,3,1,train,47,36,364,350,False
tfidf,1,3,1,train,48,15,366,322,False
tfidf,1,3,1,train,50,104,368,441,False
tfidf,1,3,1,train,51,90,369,422,False
tfidf,1,3,1,train,52,18,370,326,False
tfidf,1,3,1,train,54,37,372,351,False
tfidf,1,3,1,train,55,101,374,437,False
tfidf,1,3,1,train,56,11,375,318,False
tfidf,1,3,1,train,57,54,376,372,False
tfidf,1,3,1,train,58,131,377,482,False
tfidf,1,3,1,train,59,44,379,360,False
tfidf,1,3,1,train,61,76,381,402,False
tfidf,1,3,1,train,62,79,382,406,False
tfidf,1,3,1,train,64,130,385,479,False
tfidf,1,3,1,train,65,45,386,362,False
tfidf,1,3,1,train,66,48,388,366,False
tfidf,1,3,1,train,67,23,389,333,False
tfidf,1,3,1,train,68,117,390,458,False
tfidf,1,3,1,train,69,94,391,427,False
tfidf,1,3,1,train,70,68,392,390,False
tfidf,1,3,1,train,74,75,400,401,False
tfidf,1,3,1,train,75,141,401,492,False
tfidf,1,3,1,train,76,19,402,327,False
tfidf,1,3,1,train,77,21,403,330,False
tfidf,1,3,1,train,78,137,404,488,False
tfidf,1,3,1,train,79,139,406,490,False
tfidf,1,3,1,train,80,35,409,348,False
tfidf,1,3,1,train,81,116,412,457,False
tfidf,1,3,1,train,82,43,413,358,False
tfidf,1,3,1,train,83,58,414,377,False
tfidf,1,3,1,train,84,113,415,454,False
tfidf,1,3,1,train,85,12,416,319,False
tfidf,1,3,1,train,86,124,417,473,False
tfidf,1,3,1,train,87,9,418,316,False
tfidf,1,3,1,train,88,57,419,376,False
tfidf,1,3,1,train,89,24,420,335,False
tfidf,1,3,1,train,90,86,422,417,False
tfidf,1,3,1,train,91,39,423,353,False
tfidf,1,3,1,train,93,69,426,391,False
tfidf,1,3,1,train,94,5,427,310,False
tfidf,1,3,1,train,95,81,428,412,False
tfidf,1,3,1,train,96,28,429,340,False
tfidf,1,3,1,train,98,112,433,451,False
tfidf,1,3,1,train,99,0,434,302,False
tfidf,1,3,1,train,101,132,437,483,False
tfidf,1,3,1,train,103,59,440,379,False
tfidf,1,3,1,train,104,115,441,456,False
tfidf,1,3,1,train,105,136,443,487,False
tfidf,1,3,1,train,106,107,444,445,False
tfidf,1,3,1,train,107,2,445,304,False
tfidf,1,3,1,train,110,98,448,433,False
tfidf,1,3,1,train,111,122,449,471,False
tfidf,1,3,1,train,112,123,451,472,False
tfidf,1,3,1,train,113,56,454,375,False
tfidf,1,3,1,train,114,128,455,477,False
tfidf,1,3,1,train,115,74,456,400,False
tfidf,1,3,1,train,116,50,457,368,False
tfidf,1,3,1,train,117,32,458,345,False
tfidf,1,3,1,train,119,40,463,355,False
tfidf,1,3,1,train,120,127,464,476,False
tfidf,1,3,1,train,121,129,468,478,False
tfidf,1,3,1,train,122,89,471,420,False
tfidf,1,3,1,train,123,1,472,303,False
tfidf,1,3,1,train,124,67,473,389,False
tfidf,1,3,1,train,127,110,476,448,False
tfidf,1,3,1,train,128,70,477,392,False
tfidf,1,3,1,train,129,95,478,428,False
tfidf,1,3,1,train,130,83,479,414,False
tfidf,1,3,1,train,131,34,482,347,False
tfidf,1,3,1,train,132,62,483,382,False
tfidf,1,3,1,train,133,93,484,426,False
tfidf,1,3,1,train,134,121,485,468,False
tfidf,1,3,1,train,135,55,486,374,False
tfidf,1,3,1,train,136,120,487,464,False
tfidf,1,3,1,train,137,14,488,321,False
tfidf,1,3,1,train,139,135,490,486,False
tfidf,1,3,1,train,141,106,492,444,False
tfidf,1,4,1,test,11,55,318,374,False
tfidf,1,4,1,test,15,37,322,351,False
tfidf,1,4,1,test,18,132,326,483,False
tfidf,1,4,1,test,19,141,327,492,False
tfidf,1,4,1,test,24,137,335,488,False
tfidf,1,4,1,test,30,58,343,377,False
tfidf,1,4,1,test,34,11,347,318,False
tfidf,1,4,1,test,37,114,351,455,False
tfidf,1,4,1,test,55,15,374,322,False
tfidf,1,4,1,test,58,67,377,389,False
tfidf,1,4,1,test,67,19,389,327,False
tfidf,1,4,1,test,83,129,414,478,False
tfidf,1,4,1,test,84,117,415,458,False
tfidf,1,4,1,test,88,122,419,471,False
tfidf,1,4,1,test,107,88,445,419,False
tfidf,1,4,1,test,110,24,448,335,False
tfidf,1,4,1,test,111,83,449,414,False
tfidf,1,4,1,test,114,18,455,326,False
tfidf,1,4,1,test,117,120,458,464,False
tfidf,1,4,1,test,119,34,463,347,False
tfidf,1,4,1,test,120,84,464,415,False
tfidf,1,4,1,test,122,123,471,472,False
tfidf,1,4,1,test,123,128,472,477,False
tfidf,1,4,1,test,128,111,477,449,False
tfidf,1,4,1,test,129,107,478,445,False
tfidf,1,4,1,test,132,30,483,343,False
tfidf,1,4,1,test,137,110,488,448,False
tfidf,1,4,1,test,141,119,492,463,False
tfidf,1,4,1,train,0,16,302,324,False
tfidf,1,4,1,train,1,72,303,395,False
tfidf,1,4,1,train,2,82,304,413,False
tfidf,1,4,1,train,3,48,305,366,False
tfidf,1,4,1,train,4,79,307,406,False
tfidf,1,4,1,train,5,134,310,485,False
tfidf,1,4,1,train,6,81,312,412,False
tfidf,1,4,1,train,7,44,313,360,False
tfidf,1,4,1,train,8,27,315,339,False
tfidf,1,4,1,train,9,92,316,425,False
tfidf,1,4,1,train,10,40,317,355,False
tfidf,1,4,1,train,12,10,319,317,False
tfidf,1,4,1,train,13,28,320,340,False
tfidf,1,4,1,train,14,96,321,429,False
tfidf,1,4,1,train,16,102,324,439,False
tfidf,1,4,1,train,17,23,325,333,False
tfidf,1,4,1,train,20,74,328,400,False
tfidf,1,4,1,train,21,78,330,404,False
tfidf,1,4,1,train,22,61,331,381,False
tfidf,1,4,1,train,23,20,333,328,False
tfidf,1,4,1,train,25,12,336,319,False
tfidf,1,4,1,train,26,87,338,418,False
tfidf,1,4,1,train,27,98,339,433,False
tfidf,1,4,1,train,28,105,340,443,False
tfidf,1,4,1,train,29,57,341,376,False
tfidf,1,4,1,train,31,133,344,484,False
tfidf,1,4,1,train,32,112,345,451,False
tfidf,1,4,1,train,33,4,346,307,False
tfidf,1,4,1,train,35,49,348,367,False
tfidf,1,4,1,train,36,71,350,393,False
tfidf,1,4,1,train,38,45,352,362,False
tfidf,1,4,1,train,39,60,353,380,False
tfidf,1,4,1,train,40,25,355,336,False
tfidf,1,4,1,train,41,94,356,427,False
tfidf,1,4,1,train,42,76,357,402,False
tfidf,1,4,1,train,43,31,358,344,False
tfidf,1,4,1,train,44,62,360,382,False
tfidf,1,4,1,train,45,35,362,348,False
tfidf,1,4,1,train,46,9,363,316,False
tfidf,1,4,1,train,47,97,364,430,False
tfidf,1,4,1,train,48,86,366,417,False
tfidf,1,4,1,train,49,13,367,320,False
tfidf,1,4,1,train,50,36,368,350,False
tfidf,1,4,1,train,51,95,369,428,False
tfidf,1,4,1,train,52,6,370,312,False
tfidf,1,4,1,train,53,50,371,368,False
tfidf,1,4,1,train,54,130,372,479,False
tfidf,1,4,1,train,56,42,375,357,False
tfidf,1,4,1,train,57,70,376,392,False
tfidf,1,4,1,train,59,73,379,397,False
tfidf,1,4,1,train,60,127,380,476,False
tfidf,1,4,1,train,61,43,381,358,False
tfidf,1,4,1,train,62,46,382,363,False
tfidf,1,4,1,train,63,21,383,330,False
tfidf,1,4,1,train,64,109,385,447,False
tfidf,1,4,1,train,65,90,386,422,False
tfidf,1,4,1,train,66,64,388,385,False
tfidf,1,4,1,train,68,69,390,391,False
tfidf,1,4,1,train,69,140,391,491,False
tfidf,1,4,1,train,70,14,392,321,False
tfidf,1,4,1,train,71,17,393,325,False
tfidf,1,4,1,train,72,138,395,489,False
tfidf,1,4,1,train,73,139,397,490,False
tfidf,1,4,1,train,74,33,400,346,False
tfidf,1,4,1,train,75,108,401,446,False
tfidf,1,4,1,train,76,41,402,356,False
tfidf,1,4,1,train,77,54,403,372,False
tfidf,1,4,1,train,78,104,404,441,False
tfidf,1,4,1,train,79,7,406,313,False
tfidf,1,4,1,train,80,121,409,468,False
tfidf,1,4,1,train,81,5,412,310,False
tfidf,1,4,1,train,82,53,413,371,False
tfidf,1,4,1,train,85,22,416,331,False
tfidf,1,4,1,train,86,80,417,409,False
tfidf,1,4,1,train,87,38,418,352,False
tfidf,1,4,1,train,89,65,420,386,False
tfidf,1,4,1,train,90,3,422,305,False
tfidf,1,4,1,train,91,75,423,401,False
tfidf,1,4,1,train,92,26,425,338,False
tfidf,1,4,1,train,93,103,426,440,False
tfidf,1,4,1,train,94,0,427,302,False
tfidf,1,4,1,train,95,131,428,482,False
tfidf,1,4,1,train,96,56,429,375,False
tfidf,1,4,1,train,97,106,430,444,False
tfidf,1,4,1,train,98,136,433,487,False
tfidf,1,4,1,train,99,100,434,436,False
tfidf,1,4,1,train,100,2,436,304,False
tfidf,1,4,1,train,101,93,437,426,False
tfidf,1,4,1,train,102,116,439,457,False
tfidf,1,4,1,train,103,118,440,459,False
tfidf,1,4,1,train,104,52,441,370,False
tfidf,1,4,1,train,105,125,443,474,False
tfidf,1,4,1,train,106,68,444,390,False
tfidf,1,4,1,train,108,47,446,364,False
tfidf,1,4,1,train,109,29,447,341,False
tfidf,1,4,1,train,112,39,451,353,False
tfidf,1,4,1,train,113,124,454,473,False
tfidf,1,4,1,train,115,126,456,475,False
tfidf,1,4,1,train,116,85,457,416,False
tfidf,1,4,1,train,118,1,459,303,False
tfidf,1,4,1,train,121,63,468,383,False
tfidf,1,4,1,train,124,101,473,437,False
tfidf,1,4,1,train,125,66,474,388,False
tfidf,1,4,1,train,126,91,475,423,False
tfidf,1,4,1,train,127,77,476,403,False
tfidf,1,4,1,train,130,32,479,345,False
tfidf,1,4,1,train,131,59,482,379,False
tfidf,1,4,1,train,133,89,484,420,False
tfidf,1,4,1,train,134,115,485,456,False
tfidf,1,4,1,train,135,51,486,369,False
tfidf,1,4,1,train,136,113,487,454,False
tfidf,1,4,1,train,138,8,489,315,False
tfidf,1,4,1,train,139,135,490,486,False
tfidf,1,4,1,train,140,99,491,434,False
tfidf,1,5,1,test,0,35,302,348,False
tfidf,1,5,1,test,14,29,321,341,False
tfidf,1,5,1,test,17,115,325,456,False
tfidf,1,5,1,test,21,134,330,485,False
tfidf,1,5,1,test,23,121,333,468,False
tfidf,1,5,1,test,25,36,336,350,False
tfidf,1,5,1,test,28,0,340,302,False
tfidf,1,5,1,test,29,86,341,417,False
tfidf,1,5,1,test,35,14,348,321,False
tfidf,1,5,1,test,36,44,350,360,False
tfidf,1,5,1,test,44,21,360,330,False
tfidf,1,5,1,test,50,106,368,444,False
tfidf,1,5,1,test,52,87,370,418,False
tfidf,1,5,1,test,64,99,385,434,False
tfidf,1,5,1,test,66,64,388,385,False
tfidf,1,5,1,test,79,23,406,333,False
tfidf,1,5,1,test,80,50,409,368,False
tfidf,1,5,1,test,86,17,417,325,False
tfidf,1,5,1,test,87,96,418,429,False
tfidf,1,5,1,test,95,28,428,340,False
tfidf,1,5,1,test,96,52,429,370,False
tfidf,1,5,1,test,99,101,434,437,False
tfidf,1,5,1,test,101,104,437,441,False
tfidf,1,5,1,test,104,80,441,409,False
tfidf,1,5,1,test,106,66,444,388,False
tfidf,1,5,1,test,115,25,456,336,False
tfidf,1,5,1,test,121,79,468,406,False
tfidf,1,5,1,test,134,95,485,428,False
tfidf,1,5,1,train,1,16,303,324,False
tfidf,1,5,1,train,2,76,304,402,False
tfidf,1,5,1,train,3,90,305,422,False
tfidf,1,5,1,train,4,53,307,371,False
tfidf,1,5,1,train,5,85,310,416,False
tfidf,1,5,1,train,6,136,312,487,False
tfidf,1,5,1,train,7,89,313,420,False
tfidf,1,5,1,train,8,47,315,364,False
